Year,State,Median_Income_All,Median_Income_White,Median_Income_Black,Median_Income_AIAN,Median_Income_Asian,Median_Income_NHPI,Median_Income_Other,Median_Income_Two_Races,Median_Income_White_Non_Hispanic,Median_Income_Hispanic,Gini_Index,Median_Family_Income,Median_Earnings_All,Median_Earnings_Male,Median_Earnings_Female,Total_Population_Education,High_School_Graduate,Some_College_No_Degree,Associates_Degree,Bachelors_Degree,Graduate_Degree
2020,Nebraska,65023.0,67239.5,41138.0,51943.0,60391.5,120166.66666666667,60624.0,56323.5,68054.5,54321.0,0.448,84273.0,37487.5,43284.0,31439.5,1282153.0,280858.0,44936.5,97505.0,281834.5,18863.5
2021,Nebraska,66817.0,69017.0,43139.0,53298.0,68339.0,107130.33333333333,61354.0,61309.0,69319.0,57636.0,0.456,88484.0,38898.0,45032.0,32218.0,1292536.0,279521.0,45679.0,100264.0,286510.0,20768.0
2022,Nebraska,69597.0,72200.0,46607.0,49784.0,83473.0,94094.0,57854.0,63362.0,72577.0,60800.0,0.461,92676.0,41403.0,48642.0,34864.0,1300094.0,279300.0,46731.0,99577.0,293346.0,19384.0
2019,Nevada,63276.0,67415.0,43976.0,58939.0,70060.0,71618.0,54525.0,63158.0,70293.0,54922.0,0.471,76124.0,35526.0,39335.0,31354.0,2136466.0,501540.0,91877.0,157547.0,355837.0,24233.0
2020,Nevada,64775.0,70111.5,42902.0,55420.5,71527.0,64473.0,55955.5,65311.5,71617.0,58661.5,0.4718,77325.0,36289.0,40263.5,31850.0,2164646.0,505049.5,90351.5,163682.5,374522.5,23590.5
2021,Nevada,66274.0,72808.0,41828.0,51902.0,72994.0,57328.0,57386.0,67465.0,72941.0,62401.0,0.4726,78526.0,37052.0,41192.0,32346.0,2192826.0,508559.0,88826.0,169818.0,393208.0,22948.0
2022,Nevada,72333.0,78201.0,49549.0,64492.0,78161.0,58146.0,62021.0,74091.0,78344.0,68581.0,0.4685,85593.0,40360.0,43913.0,35841.0,2223852.0,534187.0,85974.0,176422.0,390872.0,23178.0
2019,New Hampshire,77933.0,77519.0,80814.0,,110531.0,,55638.0,80420.0,78076.0,62535.0,0.4406,97112.0,40984.0,48693.0,33514.0,979750.0,232289.0,42816.0,58054.0,224636.0,13391.0
2020,New Hampshire,83199.0,82948.5,81634.5,,108462.0,,64742.0,80250.5,83191.0,67631.0,0.4377,102660.0,43330.5,51122.0,36025.5,994034.0,229694.0,41810.5,61424.0,235996.0,14942.0
2021,New Hampshire,88465.0,88378.0,82455.0,64908.0,106393.0,,73846.0,80081.0,88306.0,72727.0,0.4348,108208.0,45677.0,53551.0,38537.0,1008318.0,227099.0,40805.0,64794.0,247356.0,16493.0
2022,New Hampshire,89992.0,90839.0,70067.0,71170.0,126236.0,,80088.0,81037.0,90938.0,73813.0,0.4466,112950.0,49617.0,57863.0,41552.0,1024780.0,234569.0,43233.0,61313.0,252073.0,20137.0
2019,New Jersey,85751.0,91764.0,56301.0,72816.0,126278.0,,57506.0,77358.0,98092.0,61624.0,0.4782,105705.0,45513.0,52345.0,37256.0,6191229.0,1518321.0,148000.0,300667.0,1555781.0,108075.0
2020,New Jersey,87523.5,95639.0,58665.0,67825.0,132278.0,,58644.0,75396.5,99338.0,62616.0,0.48175,107903.5,47767.0,54589.0,39035.0,6332828.0,1498875.0,158996.5,323728.5,1610067.0,111212.0
2021,New Jersey,89296.0,99514.0,61029.0,62834.0,138278.0,64208.0,59782.0,73435.0,100584.0,63608.0,0.4853,110102.0,50021.0,56833.0,40814.0,6474427.0,1479429.0,169993.0,346790.0,1664353.0,114349.0
2022,New Jersey,96346.0,105428.0,65850.0,74433.0,144878.0,127577.0,67237.0,84272.0,106209.0,72170.0,0.4815,117988.0,51884.0,60351.0,43165.0,6482223.0,1458634.0,176444.0,357416.0,1679895.0,119490.0
2019,New Mexico,51945.0,54315.0,45764.0,39019.0,56697.0,68684.0,41304.0,52252.0,61429.0,45049.0,0.4768,61826.0,30276.0,35175.0,25617.0,1425988.0,309449.0,66941.0,88210.0,221281.0,27784.0
2020,New Mexico,52968.5,58396.0,44029.5,40469.5,65986.5,35591.5,44912.5,50326.5,62984.0,46867.0,0.48145,64806.0,32204.5,37075.0,27976.5,1438268.5,308665.0,65778.5,92912.0,226513.0,30178.0
2021,New Mexico,53992.0,62477.0,42295.0,41920.0,75276.0,2499.0,48521.0,48401.0,64539.0,48685.0,0.4861,67786.0,34133.0,38975.0,30336.0,1450549.0,307881.0,64616.0,97614.0,231745.0,32572.0
2022,New Mexico,59726.0,66903.0,55583.0,43317.0,77107.0,80450.0,46171.0,56942.0,71634.0,52568.0,0.4796,74341.0,36381.0,40673.0,32347.0,1453129.0,306601.0,67506.0,95454.0,246178.0,30240.0
2019,New York,72108.0,80589.0,51146.0,44104.0,81383.0,44106.0,48234.0,68888.0,81997.0,53350.0,0.5149,89475.0,41492.0,47239.0,36555.0,13664734.0,2981084.0,543108.0,640783.0,2898440.0,212631.0
2020,New York,73211.0,81695.5,52794.5,48684.5,81397.0,40701.5,49732.0,68328.0,82694.5,54297.5,0.5144500000000001,90964.5,42477.0,48663.5,38103.0,13825914.0,2921426.0,545383.0,667426.5,3002139.5,228038.5
2021,New York,74314.0,82802.0,54443.0,53265.0,81411.0,37297.0,51230.0,67768.0,83392.0,55245.0,0.514,92454.0,43462.0,50088.0,39651.0,13987094.0,2861768.0,547658.0,694070.0,3105839.0,243446.0
2022,New York,79557.0,89408.0,57898.0,63208.0,89947.0,45507.0,56210.0,73557.0,90104.0,60468.0,0.5208,99066.0,47414.0,52991.0,41436.0,13892241.0,2843637.0,570242.0,704512.0,3097409.0,254705.0
2019,North Carolina,57341.0,63887.0,41177.0,39887.0,91170.0,41579.0,45323.0,47423.0,65244.0,46933.0,0.4743,72049.0,33205.0,38228.0,29690.0,7187077.0,1537065.0,301977.0,435870.0,1471420.0,102558.0
2020,North Carolina,59656.5,66704.5,42069.0,39909.5,97259.0,54517.5,48934.0,52521.0,67474.0,50406.5,0.4772,74825.0,35211.5,40270.5,30799.5,7216354.5,1520664.0,300154.0,440934.0,1522550.5,106782.5
2021,North Carolina,61972.0,69522.0,42961.0,39932.0,103348.0,67456.0,52545.0,57619.0,69704.0,53880.0,0.4801,77601.0,37218.0,42313.0,31909.0,7245632.0,1504263.0,298331.0,445998.0,1573681.0,111007.0
2022,North Carolina,67481.0,75197.0,50059.0,43675.0,108332.0,100303.0,53762.0,63861.0,75565.0,57348.0,0.4768,83448.0,40679.0,45506.0,35441.0,7372120.0,1536443.0,298449.0,479544.0,1678483.0,121542.0
2019,North Dakota,64577.0,68431.0,34101.0,36156.0,37393.0,,36815.0,57250.0,69025.0,51960.0,0.4558,87055.0,37398.0,45899.0,30808.0,504375.0,112015.0,22417.0,33313.0,108527.0,6384.0
2020,North Dakota,65548.0,68691.0,39562.0,39515.5,53881.5,,36747.5,57333.0,69014.5,51753.0,0.45445,88279.5,38418.0,45982.5,31110.5,505557.0,112596.0,21278.0,33969.5,110920.5,6626.5
2021,North Dakota,66519.0,68951.0,45023.0,42875.0,70370.0,250001.0,36680.0,57416.0,69004.0,51546.0,0.4531,89504.0,39438.0,46066.0,31413.0,506739.0,113177.0,20139.0,34626.0,113314.0,6869.0
2022,North Dakota,71970.0,76610.0,43882.0,38438.0,61776.0,250001.0,57893.0,61885.0,76600.0,68700.0,0.4678,97853.0,42807.0,51152.0,36162.0,514786.0,111180.0,20662.0,33740.0,115034.0,5939.0
2019,Ohio,58642.0,62550.0,34955.0,38510.0,85309.0,,42939.0,42267.0,63104.0,45076.0,0.4651,74911.0,34852.0,41358.0,28819.0,8049805.0,2314611.0,313147.0,546790.0,1464945.0,91368.0
2020,Ohio,60452.0,64715.5,36407.5,41573.0,84221.0,,45059.0,47489.0,65045.5,48615.0,0.4669,77835.5,36533.0,43132.5,30425.0,8083889.0,2328874.5,317384.0,552723.0,1500784.5,95687.5
2021,Ohio,62262.0,66881.0,37860.0,44636.0,83133.0,,47179.0,52711.0,66987.0,52154.0,0.4687,80760.0,38214.0,44907.0,32031.0,8117973.0,2343138.0,321621.0,558656.0,1536624.0,100007.0
2022,Ohio,65720.0,70749.0,42072.0,38367.0,90445.0,51435.0,56322.0,56864.0,70905.0,55580.0,0.4691,86001.0,41140.0,48427.0,34416.0,8130929.0,2293879.0,303841.0,574036.0,1578535.0,104386.0
2019,Oklahoma,54449.0,58300.0,36234.0,47878.0,54552.0,38462.0,38403.0,49738.0,59370.0,45956.0,0.4739,68358.0,32323.0,40259.0,26914.0,2619244.0,685190.0,140094.0,186398.0,447888.0,28683.0
2020,Oklahoma,55137.5,59123.0,37666.5,48952.5,61829.0,45447.0,44515.5,50373.5,59846.5,48473.0,0.46785,69162.5,33391.5,40392.0,27815.5,2629566.5,681475.5,136997.0,193604.0,465528.0,31027.0
2021,Oklahoma,55826.0,59946.0,39099.0,50027.0,69106.0,52432.0,50628.0,51009.0,60323.0,50990.0,0.4618,69967.0,34460.0,40525.0,28717.0,2639889.0,677761.0,133900.0,200810.0,483168.0,33371.0
2022,Oklahoma,59673.0,63444.0,41135.0,53261.0,65557.0,51616.0,52612.0,53626.0,63747.0,52856.0,0.4743,75476.0,36988.0,42328.0,31509.0,2661141.0,675343.0,138202.0,209763.0,495467.0,32026.0
2019,Oregon,67058.0,67845.0,47181.0,52652.0,82016.0,77302.0,57814.0,61002.0,68593.0,60597.0,0.45,82540.0,35643.0,41243.0,30688.0,2988118.0,561087.0,126156.0,234012.0,627911.0,57782.0
2020,Oregon,69310.0,70349.0,54054.0,58568.0,87936.5,66839.5,61217.0,62146.5,70835.0,61946.5,0.45555,85312.5,37853.0,43049.0,32562.5,3009376.5,546616.0,129301.0,241143.0,654108.5,57496.5
2021,Oregon,71562.0,72853.0,60927.0,64484.0,93857.0,56377.0,64620.0,63291.0,73077.0,63296.0,0.4611,88085.0,40063.0,44855.0,34437.0,3030635.0,532145.0,132446.0,248274.0,680306.0,57211.0
2022,Oregon,75657.0,76846.0,58438.0,57280.0,104214.0,69480.0,65148.0,68947.0,77227.0,65081.0,0.4679,93384.0,41996.0,48520.0,36275.0,3043930.0,549907.0,140341.0,243718.0,675825.0,55267.0
2019,Pennsylvania,63463.0,67702.0,39680.0,38565.0,80840.0,52996.0,35894.0,51647.0,68267.0,44260.0,0.4745,81075.0,37000.0,44105.0,30813.0,9028036.0,2758116.0,344930.0,495732.0,1761627.0,138286.0
2020,Pennsylvania,66210.0,70652.5,40939.5,48697.0,85074.0,46431.5,40709.0,56531.0,71002.5,48744.5,0.47324999999999995,84287.5,38991.5,46328.5,32664.0,9094990.5,2719607.5,355905.0,494218.0,1824674.5,147929.0
2021,Pennsylvania,68957.0,73603.0,42199.0,58829.0,89308.0,39867.0,45524.0,61415.0,73738.0,53229.0,0.472,87500.0,40983.0,48552.0,34515.0,9161945.0,2681099.0,366880.0,492704.0,1887722.0,157572.0
2022,Pennsylvania,71798.0,76765.0,46564.0,60459.0,98296.0,60566.0,50032.0,61450.0,76940.0,55478.0,0.4778,93029.0,43371.0,51284.0,36594.0,9151744.0,2669893.0,349749.0,509440.0,1899494.0,164782.0
2019,Rhode Island,71169.0,74544.0,46398.0,,95356.0,,42064.0,53327.0,76544.0,44939.0,0.4628,89373.0,39145.0,45787.0,34812.0,746952.0,178974.0,33308.0,42163.0,156087.0,12726.0
2020,Rhode Island,72588.5,77967.0,52139.5,,94582.5,,44714.5,53048.5,79451.0,46930.5,0.46540000000000004,93338.5,40518.0,46398.0,35533.5,760208.0,176900.5,36456.0,43576.5,158840.5,14316.5
2021,Rhode Island,74008.0,81390.0,57881.0,,93809.0,,47365.0,52770.0,82358.0,48922.0,0.468,97304.0,41891.0,47009.0,36255.0,773464.0,174827.0,39604.0,44990.0,161594.0,15907.0
2022,Rhode Island,81854.0,86507.0,80953.0,76603.0,97307.0,,53379.0,62970.0,86640.0,56119.0,0.464,105989.0,47266.0,53320.0,40839.0,778191.0,161723.0,30496.0,50748.0,185883.0,15933.0
2019,South Carolina,56227.0,65506.0,37327.0,37041.0,76738.0,83085.0,43849.0,55782.0,66035.0,48311.0,0.4747,70537.0,32373.0,39893.0,27579.0,3563204.0,859406.0,155854.0,218906.0,656496.0,38939.0
2020,South Carolina,57772.5,66403.0,38818.5,39828.0,77363.5,73414.66666666667,47746.0,55454.5,66682.0,51304.0,0.47535,72219.0,34180.0,40880.0,29255.0,3580801.0,861968.5,159146.5,219852.5,680618.0,41054.0
2021,South Carolina,59318.0,67300.0,40310.0,42615.0,77989.0,63744.33333333333,51643.0,55127.0,67329.0,54297.0,0.476,73901.0,35987.0,41867.0,30931.0,3598398.0,864531.0,162439.0,220799.0,704740.0,43169.0
2022,South Carolina,64115.0,73516.0,44187.0,52847.0,87807.0,54074.0,54421.0,61314.0,73731.0,58486.0,0.4757,79886.0,38153.0,44319.0,32319.0,3664922.0,852142.0,163600.0,245183.0,725469.0,54737.0
2019,South Dakota,59533.0,62128.0,52246.0,29515.0,50813.0,28953.0,50726.0,55685.0,62384.0,44895.0,0.436,76826.0,32908.0,40152.0,28766.0,588029.0,152869.0,23775.0,36972.0,121231.0,6594.0
2020,South Dakota,62838.0,65909.0,46116.0,28263.0,63753.0,61294.0,51033.5,54151.0,66043.0,50970.0,0.4441,79694.0,35028.5,41716.0,30446.5,589203.0,148689.0,26118.5,36231.5,124244.5,6803.5
2021,South Dakota,66143.0,69690.0,39986.0,27011.0,76693.0,93635.0,51341.0,52617.0,69702.0,57045.0,0.4522,82562.0,37149.0,43280.0,32127.0,590377.0,144509.0,28462.0,35491.0,127258.0,7013.0
2022,South Dakota,69728.0,72751.0,65453.0,31084.0,63398.0,93635.0,67224.0,54283.0,72908.0,54873.0,0.4487,89573.0,40978.0,46891.0,35540.0,605735.0,147097.0,30074.0,38483.0,131481.0,8078.0
2019,Tennessee,56071.0,60249.0,40768.0,42444.0,85209.0,58571.0,43062.0,50905.0,60678.0,46126.0,0.4749,69993.0,32604.0,39010.0,28699.0,4693962.0,1214437.0,266316.0,298703.0,845100.0,68410.0
2020,Tennessee,57883.0,61913.0,41590.5,45884.0,82566.0,63443.5,48376.5,53172.5,62189.5,50021.5,0.4785,72351.0,34633.5,40292.5,30159.0,4754247.5,1222062.0,269532.0,309582.5,884752.0,70045.5
2021,Tennessee,59695.0,63577.0,42413.0,49324.0,79923.0,68316.0,53691.0,55440.0,63701.0,53917.0,0.4821,74709.0,36663.0,41575.0,31619.0,4814533.0,1229687.0,272748.0,320462.0,924404.0,71681.0
2022,Tennessee,65254.0,69826.0,49531.0,55846.0,94814.0,51300.0,54475.0,57741.0,69743.0,58385.0,0.4694,80910.0,40190.0,45868.0,33514.0,4868110.0,1259999.0,263488.0,331376.0,958365.0,71956.0
2019,Texas,64034.0,67904.0,47428.0,57175.0,91706.0,56932.0,48058.0,60222.0,78905.0,52010.0,0.4753,76727.0,35329.0,41239.0,29029.0,18772550.0,3924228.0,810194.0,1149880.0,3750797.0,222187.0
2020,Texas,65498.5,72767.5,48597.5,59535.5,96061.5,60257.0,49670.5,58902.5,80144.5,53433.5,0.47685,78515.5,36694.0,42702.0,30359.5,18998619.0,3908640.0,820309.0,1204002.0,3914309.0,243836.5
2021,Texas,66963.0,77631.0,49767.0,61896.0,100417.0,63582.0,51283.0,57583.0,81384.0,54857.0,0.4784,80304.0,38059.0,44165.0,31690.0,19224688.0,3893052.0,830424.0,1258124.0,4077821.0,265486.0
2022,Texas,72284.0,82032.0,55759.0,65765.0,107673.0,63735.0,57114.0,62748.0,86229.0,60504.0,0.4796,86267.0,41277.0,48299.0,34035.0,19597383.0,3852041.0,881189.0,1297863.0,4242031.0,264060.0
2019,Utah,75780.0,77772.0,38021.0,50787.0,76492.0,73424.0,58713.0,62654.0,79843.0,61506.0,0.4268,86152.0,33396.0,44749.0,25596.0,1911592.0,384357.0,57849.0,143885.0,448109.0,27402.0
2020,Utah,77614.5,80039.0,46601.5,52027.5,79788.0,67337.0,61854.5,67419.0,81387.5,64641.5,0.43585,89172.0,35360.5,45919.0,26966.5,1961159.5,383738.0,59870.0,153886.5,466495.5,28186.5
2021,Utah,79449.0,82306.0,55182.0,53268.0,83084.0,61250.0,64996.0,72184.0,82932.0,67777.0,0.4449,92192.0,37325.0,47089.0,28337.0,2010727.0,383119.0,61891.0,163888.0,484882.0,28971.0
2022,Utah,89168.0,92391.0,65096.0,62277.0,91549.0,81435.0,69278.0,78966.0,93223.0,73413.0,0.4264,102177.0,40959.0,51699.0,31050.0,2042912.0,390984.0,58474.0,154959.0,505215.0,36185.0
2019,Vermont,63001.0,63425.0,37355.0,65060.0,69175.0,43947.0,148481.0,49217.0,63672.0,37394.0,0.4471,83458.0,35474.0,40185.0,31360.0,445558.0,115058.0,14196.0,22935.0,101015.0,7322.0
2020,Vermont,67716.0,68029.5,51107.0,52210.5,69287.5,43947.0,97908.5,63202.0,68237.5,60517.5,0.44989999999999997,87007.0,37861.5,41021.0,34343.0,454131.5,112424.0,12782.5,23408.5,110694.0,8911.0
2021,Vermont,72431.0,72634.0,64859.0,39361.0,69400.0,43947.0,47336.0,77187.0,72803.0,83641.0,0.4527,90556.0,40249.0,41857.0,37326.0,462705.0,109790.0,11369.0,23882.0,120373.0,10500.0
2022,Vermont,73991.0,73591.0,78611.0,74426.0,70809.0,43947.0,68766.0,81819.0,73560.0,90490.0,0.4452,96345.0,42147.0,46185.0,39356.0,467643.0,106758.0,15024.0,22627.0,114633.0,11346.0
2019,Virginia,76456.0,82107.0,53896.0,70849.0,109876.0,80324.0,61587.0,71821.0,82612.0,69220.0,0.469,93497.0,40405.0,46552.0,33628.0,5872757.0,1156419.0,231191.0,354535.0,1312800.0,115370.0
2020,Virginia,78709.5,84413.0,54620.5,72189.0,115206.0,79623.0,66578.5,77485.5,84721.0,74532.5,0.4707,97130.0,42184.0,48893.0,35264.5,5907714.5,1174838.5,229266.0,355529.5,1353837.5,116305.5
2021,Virginia,80963.0,86719.0,55345.0,73529.0,120536.0,78922.0,71570.0,83150.0,86830.0,79845.0,0.4724,100763.0,43963.0,51234.0,36901.0,5942672.0,1193258.0,227341.0,356524.0,1394875.0,117241.0
2022,Virginia,85873.0,91924.0,60526.0,81872.0,126277.0,114660.0,74720.0,90841.0,92063.0,84525.0,0.4755,107101.0,48178.0,55333.0,40560.0,5978782.0,1203973.0,227651.0,360707.0,1409942.0,128015.0
2019,Washington,78687.0,79556.0,56250.0,51307.0,109146.0,78130.0,56605.0,71873.0,80952.0,59350.0,0.4577,94709.0,41735.0,50447.0,34172.0,5290324.0,955541.0,211806.0,395512.0,1204728.0,89712.0
2020,Washington,81467.0,82627.0,59303.0,57675.5,116264.0,81310.0,59282.0,74199.0,83528.5,62299.0,0.46404999999999996,98443.5,44343.0,53188.5,36307.5,5345736.5,955652.5,212359.0,393840.0,1246096.5,93198.0
2021,Washington,84247.0,85698.0,62356.0,64044.0,123382.0,84490.0,61959.0,76525.0,86105.0,65248.0,0.4704,102178.0,46951.0,55930.0,38443.0,5401149.0,955764.0,212912.0,392168.0,1287465.0,96684.0
2022,Washington,91306.0,91916.0,68202.0,71255.0,125692.0,81623.0,69545.0,84303.0,92277.0,74770.0,0.4742,109192.0,51640.0,60621.0,42221.0,5470209.0,963272.0,213152.0,398743.0,1302707.0,102857.0
2019,West Virginia,48850.0,49295.0,32029.0,,72301.0,,53795.0,32191.0,49272.0,55307.0,0.4644,60920.0,30970.0,37783.0,25714.0,1281086.0,431856.0,83575.0,76158.0,161686.0,11809.0
2020,West Virginia,50049.0,50661.5,36092.0,,64753.5,,49402.5,36997.5,50652.0,50112.0,0.47509999999999997,63794.5,32354.5,39289.5,26632.5,1273262.5,424918.0,80453.0,76103.5,170531.0,12616.0
2021,West Virginia,51248.0,52028.0,40155.0,,57206.0,,45010.0,41804.0,52032.0,44917.0,0.4858,66669.0,33739.0,40796.0,27551.0,1265439.0,417980.0,77331.0,76049.0,179376.0,13423.0
2022,West Virginia,54329.0,55407.0,32322.0,32252.0,71811.0,,50670.0,44435.0,55460.0,62416.0,0.4804,70318.0,37256.0,44476.0,31364.0,1262566.0,400450.0,83716.0,81446.0,188793.0,14957.0
2019,Wisconsin,64168.0,67006.0,35178.0,42138.0,75845.0,92160.0,42870.0,51812.0,67548.0,47217.0,0.4391,81829.0,37044.0,43188.0,31240.0,4015285.0,1081686.0,141706.0,262972.0,829878.0,49287.0
2020,Wisconsin,65646.5,68663.0,35778.5,50125.0,78611.5,92160.0,47419.5,54691.5,68950.5,50201.5,0.44275,83819.5,38861.0,45202.5,32448.5,4045812.0,1079454.0,143420.0,268248.5,853172.5,52523.0
2021,Wisconsin,67125.0,70320.0,36379.0,58112.0,81378.0,92160.0,51969.0,57571.0,70353.0,53186.0,0.4464,85810.0,40678.0,47217.0,33657.0,4076339.0,1077222.0,145134.0,273525.0,876467.0,55759.0
2022,Wisconsin,70996.0,74405.0,38730.0,54790.0,90784.0,92160.0,60130.0,60490.0,74459.0,60422.0,0.451,91700.0,42873.0,50488.0,36604.0,4088500.0,1066855.0,142280.0,270280.0,885548.0,56389.0
2019,Wyoming,65003.0,66807.0,22322.0,54280.0,48368.0,33816.0,77995.0,30526.0,67708.0,60988.0,0.4345,79946.0,34780.0,46506.0,26594.0,389847.0,95667.0,21834.0,31190.0,73183.0,4885.0
2020,Wyoming,65103.5,66965.5,33849.0,60078.0,60507.666666666664,33832.333333333336,70164.0,43629.0,67899.5,54384.0,0.44915,81867.5,35196.5,45944.5,27138.5,392597.5,91303.5,21354.0,33097.5,73219.0,4802.0
2021,Wyoming,65204.0,67124.0,45376.0,65876.0,72647.33333333333,33848.666666666664,62333.0,56732.0,68091.0,47780.0,0.4638,83789.0,35613.0,45383.0,27683.0,395348.0,86940.0,20874.0,35005.0,73255.0,4719.0
2022,Wyoming,70042.0,70353.0,45376.0,39692.0,84787.0,33865.0,66556.0,73866.0,70106.0,73267.0,0.4437,86552.0,39954.0,49839.0,32207.0,399796.0,85963.0,23129.0,31521.0,71812.0,6288.0
